ID,householdID,ba001,ba002,da001,da002_1_,da002_2_,ca001,gb001
124099322001,1240993220,1 Male,,4 Poor,3 Same,,,26 Main Respondent
124099327002,1240993270,2 Female,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
124099327001,1240993270,1 Male,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
124099320001,1240993200,1 Male,,4 Poor,3 Same,,1 Main Respondent,26 Main Respondent
124099320002,1240993200,2 Female,,5 Very Poor,,,1 Main Respondent,26 Main Respondent
124099303002,1240993030,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
124099303001,1240993030,2 Female,,4 Poor,,,1 Main Respondent,26 Main Respondent
124099314001,1240993140,2 Female,,4 Poor,,,,26 Main Respondent
124099318002,1240993180,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
124099318001,1240993180,2 Female,,4 Poor,,,1 Main Respondent,26 Main Respondent
124099325001,1240993250,1 Male,,3 Fair,1 Better,,2 Spouse,26 Main Respondent
124099325002,1240993250,2 Female,,3 Fair,1 Better,,2 Spouse,26 Main Respondent
124099313001,1240993130,1 Male,,3 Fair,,,,26 Main Respondent
124099310001,1240993100,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
124099310002,1240993100,2 Female,,,,,1 Main Respondent,26 Main Respondent
124099321002,1240993210,2 Female,,5 Very Poor,3 Same,,1 Main Respondent,26 Main Respondent
124099321001,1240993210,1 Male,,3 Fair,,99 Never Had the Disease,1 Main Respondent,26 Main Respondent
124099312001,1240993120,1 Male,,,,,,26 Main Respondent
124099104001,1240991040,1 Male,,4 Poor,99 Never Had the Disease,1 Better,,26 Main Respondent
124099122001,1240991220,1 Male,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
124099122002,1240991220,2 Female,,5 Very Poor,2 Worse,3 Same,2 Spouse,27 Main Respondent's Spouse
124099102001,1240991020,1 Male,,,,,1 Main Respondent,26 Main Respondent
124099102002,1240991020,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
124099121001,1240991210,1 Male,,4 Poor,,,,1 HHMemberName[1]
124099111001,1240991110,2 Female,,3 Fair,1 Better,,,26 Main Respondent
124099118002,1240991180,1 Male,,4 Poor,,,1 Main Respondent,26 Main Respondent
124099118001,1240991180,2 Female,,4 Poor,,,1 Main Respondent,26 Main Respondent
124099124002,1240991240,1 Male,,4 Poor,1 Better,3 Same,1 Main Respondent,26 Main Respondent
124099124001,1240991240,2 Female,,3 Fair,1 Better,,1 Main Respondent,26 Main Respondent
124099127001,1240991270,2 Female,,3 Fair,,,,26 Main Respondent
124099117002,1240991170,1 Male,,4 Poor,,,1 Main Respondent,26 Main Respondent
124099117001,1240991170,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
124099114001,1240991140,1 Male,,3 Fair,,,,26 Main Respondent
124099107002,1240991070,2 Female,,3 Fair,3 Same,,2 Spouse,26 Main Respondent
124099107001,1240991070,1 Male,,3 Fair,99 Never Had the Disease,,2 Spouse,26 Main Respondent
124099109001,1240991090,1 Male,,3 Fair,,,,26 Main Respondent
124099115002,1240991150,2 Female,,4 Poor,,,,26 Main Respondent
124099115101,1240991151,1 Male,,3 Fair,,,,26 Main Respondent
124099113002,1240991130,1 Male,,,,,2 Spouse,27 Main Respondent's Spouse
124099113001,1240991130,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
124099103002,1240991030,1 Male,,3 Fair,1 Better,,1 Main Respondent,26 Main Respondent
124099103001,1240991030,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
124099128002,1240991280,1 Male,,3 Fair,,,2 Spouse,26 Main Respondent
124099128001,1240991280,2 Female,,3 Fair,,,2 Spouse,26 Main Respondent
124099112001,1240991120,1 Male,,5 Very Poor,,,1 Main Respondent,26 Main Respondent
124099112002,1240991120,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
124099130001,1240991300,2 Female,,3 Fair,3 Same,,2 Spouse,27 Main Respondent's Spouse
124099130002,1240991300,1 Male,,4 Poor,3 Same,,2 Spouse,27 Main Respondent's Spouse
124099125002,1240991250,1 Male,,,,,1 Main Respondent,26 Main Respondent
124099125001,1240991250,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
124099129002,1240991290,1 Male,,3 Fair,,,,26 Main Respondent
124099119001,1240991190,1 Male,,3 Fair,3 Same,,,26 Main Respondent
124099126001,1240991260,1 Male,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
124099126002,1240991260,2 Female,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
124099120001,1240991200,1 Male,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
124099120002,1240991200,2 Female,,3 Fair,,1 Better,2 Spouse,27 Main Respondent's Spouse
124099220002,1240992200,2 Female,,,1 Better,,1 Main Respondent,26 Main Respondent
124099220001,1240992200,1 Male,,3 Fair,3 Same,,1 Main Respondent,26 Main Respondent
124099229001,1240992290,2 Female,,3 Fair,3 Same,,,26 Main Respondent
124099207001,1240992070,2 Female,,3 Fair,,,,26 Main Respondent
124099213002,1240992130,2 Female,,2 Good,,,,26 Main Respondent
124099205001,1240992050,2 Female,,5 Very Poor,,,1 Main Respondent,26 Main Respondent
124099205002,1240992050,1 Male,,5 Very Poor,,,1 Main Respondent,26 Main Respondent
124099203002,1240992030,1 Male,,4 Poor,,,1 Main Respondent,26 Main Respondent
124099203001,1240992030,2 Female,,3 Fair,2 Worse,,1 Main Respondent,26 Main Respondent
124099214001,1240992140,1 Male,,4 Poor,,3 Same,2 Spouse,27 Main Respondent's Spouse
124099214002,1240992140,2 Female,,4 Poor,3 Same,,2 Spouse,27 Main Respondent's Spouse
124099216001,1240992160,1 Male,,3 Fair,1 Better,3 Same,,26 Main Respondent
124099234002,1240992340,2 Female,,3 Fair,,,,26 Main Respondent
124099234101,1240992341,1 Male,,3 Fair,,,,26 Main Respondent
124099211001,1240992110,1 Male,,2 Good,3 Same,,2 Spouse,27 Main Respondent's Spouse
124099211002,1240992110,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
124099225001,1240992250,1 Male,,,,,1 Main Respondent,26 Main Respondent
124099218001,1240992180,2 Female,,,3 Same,,,1 HHMemberName[1]
124099227001,1240992270,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
124099227002,1240992270,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
124099233001,1240992330,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
124099233002,1240992330,1 Male,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
124099228002,1240992280,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
124099228001,1240992280,2 Female,,5 Very Poor,,,1 Main Respondent,26 Main Respondent
124099222001,1240992220,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
124099222002,1240992220,1 Male,,5 Very Poor,,,2 Spouse,27 Main Respondent's Spouse
124099202001,1240992020,2 Female,,3 Fair,,,,26 Main Respondent
124099230001,1240992300,2 Female,,4 Poor,3 Same,3 Same,,26 Main Respondent
124099215001,1240992150,1 Male,,4 Poor,,,1 Main Respondent,26 Main Respondent
124099215002,1240992150,2 Female,,3 Fair,,1 Better,1 Main Respondent,26 Main Respondent
124099223001,1240992230,1 Male,,4 Poor,2 Worse,,1 Main Respondent,26 Main Respondent
124099223003,1240992230,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
124099224002,1240992240,2 Female,,4 Poor,,2 Worse,,26 Main Respondent
124099224101,1240992241,1 Male,,4 Poor,,99 Never Had the Disease,,26 Main Respondent
124099210002,1240992100,1 Male,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
124099210001,1240992100,2 Female,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
124099204002,1240992040,2 Female,,3 Fair,1 Better,,1 Main Respondent,26 Main Respondent
124099204001,1240992040,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
124099206002,1240992060,1 Male,,4 Poor,,,1 Main Respondent,26 Main Respondent
124099206001,1240992060,2 Female,,4 Poor,3 Same,,1 Main Respondent,26 Main Respondent
124099231001,1240992310,1 Male,,1 Very Good,,,1 Main Respondent,26 Main Respondent
124099231002,1240992310,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
124099201002,1240992010,1 Male,,4 Poor,2 Worse,99 Never Had the Disease,1 Main Respondent,27 Main Respondent's Spouse
124099201001,1240992010,2 Female,,3 Fair,,,1 Main Respondent,27 Main Respondent's Spouse
124099219001,1240992190,1 Male,,4 Poor,3 Same,3 Same,1 Main Respondent,27 Main Respondent's Spouse
124099219002,1240992190,2 Female,,2 Good,,,1 Main Respondent,27 Main Respondent's Spouse
124099221001,1240992210,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
124099221002,1240992210,2 Female,,3 Fair,2 Worse,2 Worse,1 Main Respondent,26 Main Respondent
124099208002,1240992080,2 Female,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
124099208003,1240992080,1 Male,,5 Very Poor,,,2 Spouse,27 Main Respondent's Spouse
122490303001,1224903030,1 Male,,,,,2 Spouse,27 Main Respondent's Spouse
122490303002,1224903030,2 Female,,1 Very Good,1 Better,,2 Spouse,27 Main Respondent's Spouse
122490338001,1224903380,1 Male,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
122490338002,1224903380,2 Female,,5 Very Poor,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
122490330002,1224903300,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
122490330001,1224903300,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
122490314002,1224903140,1 Male,,,,,2 Spouse,27 Main Respondent's Spouse
122490314001,1224903140,2 Female,,,,,2 Spouse,27 Main Respondent's Spouse
122490337001,1224903370,1 Male,,3 Fair,3 Same,,2 Spouse,27 Main Respondent's Spouse
122490337003,1224903370,2 Female,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
122490312002,1224903120,1 Male,,3 Fair,1 Better,,,1 HHMemberName[1]
122490324001,1224903240,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
122490324002,1224903240,1 Male,,2 Good,3 Same,,2 Spouse,27 Main Respondent's Spouse
122490320002,1224903200,1 Male,,3 Fair,3 Same,,1 Main Respondent,27 Main Respondent's Spouse
122490320001,1224903200,2 Female,,3 Fair,3 Same,,1 Main Respondent,27 Main Respondent's Spouse
122490335001,1224903350,2 Female,,2 Good,,,1 Main Respondent,27 Main Respondent's Spouse
122490335003,1224903350,1 Male,,2 Good,,,1 Main Respondent,27 Main Respondent's Spouse
122490331001,1224903310,1 Male,,1 Very Good,,,2 Spouse,27 Main Respondent's Spouse
122490331002,1224903310,2 Female,,3 Fair,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
122490339002,1224903390,1 Male,,2 Good,,,1 Main Respondent,27 Main Respondent's Spouse
122490339001,1224903390,2 Female,,2 Good,,,1 Main Respondent,27 Main Respondent's Spouse
122490325001,1224903250,1 Male,,,3 Same,,1 Main Respondent,26 Main Respondent
122490325002,1224903250,2 Female,,3 Fair,3 Same,,1 Main Respondent,26 Main Respondent
122490318001,1224903180,2 Female,,3 Fair,,,2 Spouse,26 Main Respondent
122490318002,1224903180,1 Male,,4 Poor,,,2 Spouse,26 Main Respondent
122490334001,1224903340,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
122490334002,1224903340,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
122490322002,1224903220,1 Male,,,,,1 Main Respondent,26 Main Respondent
122490322001,1224903220,2 Female,,,,,1 Main Respondent,26 Main Respondent
122490328002,1224903280,1 Male,,3 Fair,3 Same,,1 Main Respondent,26 Main Respondent
122490328001,1224903280,2 Female,,3 Fair,3 Same,,1 Main Respondent,26 Main Respondent
122490304002,1224903040,2 Female,,4 Poor,99 Never Had the Disease,,1 Main Respondent,26 Main Respondent
122490304001,1224903040,1 Male,,3 Fair,3 Same,,1 Main Respondent,26 Main Respondent
122490321001,1224903210,1 Male,,3 Fair,,,,26 Main Respondent
122490311001,1224903110,2 Female,,4 Poor,3 Same,,,26 Main Respondent
122490316001,1224903160,1 Male,,2 Good,3 Same,,,26 Main Respondent
122490329001,1224903290,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
122490329002,1224903290,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
122490307001,1224903070,1 Male,,3 Fair,,3 Same,2 Spouse,27 Main Respondent's Spouse
122490307002,1224903070,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
122490309002,1224903090,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
122490309001,1224903090,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
122490319001,1224903190,2 Female,,3 Fair,3 Same,,,26 Main Respondent
122490323002,1224903230,1 Male,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
122490323001,1224903230,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
122490302002,1224903020,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
122490302001,1224903020,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
122490327001,1224903270,2 Female,,3 Fair,,,,26 Main Respondent
122490305001,1224903050,2 Female,,3 Fair,,,,26 Main Respondent
122490313001,1224903130,2 Female,,4 Poor,,,1 Main Respondent,26 Main Respondent
122490313002,1224903130,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
122490306001,1224903060,2 Female,,4 Poor,3 Same,3 Same,,26 Main Respondent
122490308001,1224903080,2 Female,,1 Very Good,3 Same,,,26 Main Respondent
122490332001,1224903320,2 Female,,1 Very Good,,,2 Spouse,27 Main Respondent's Spouse
122490332002,1224903320,1 Male,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
122490209001,1224902090,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
122490209002,1224902090,2 Female,,3 Fair,3 Same,99 Never Had the Disease,2 Spouse,27 Main Respondent's Spouse
122490223002,1224902230,2 Female,,4 Poor,3 Same,,1 Main Respondent,26 Main Respondent
122490223001,1224902230,1 Male,,,99 Never Had the Disease,,1 Main Respondent,26 Main Respondent
122490207001,1224902070,2 Female,,4 Poor,3 Same,,,26 Main Respondent
122490219001,1224902190,1 Male,,4 Poor,2 Worse,2 Worse,1 Main Respondent,26 Main Respondent
122490219002,1224902190,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
122490205001,1224902050,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
122490205002,1224902050,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
122490222001,1224902220,1 Male,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
122490222002,1224902220,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
122490221002,1224902210,1 Male,,,,,2 Spouse,27 Main Respondent's Spouse
122490221001,1224902210,2 Female,,4 Poor,,99 Never Had the Disease,2 Spouse,27 Main Respondent's Spouse
122490225001,1224902250,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
122490225002,1224902250,2 Female,,,,,1 Main Respondent,26 Main Respondent
122490212002,1224902120,1 Male,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
122490212001,1224902120,2 Female,,,,,2 Spouse,27 Main Respondent's Spouse
122490226002,1224902260,1 Male,,5 Very Poor,2 Worse,,1 Main Respondent,1 HHMemberName[1]
122490226001,1224902260,2 Female,,,3 Same,,1 Main Respondent,1 HHMemberName[1]
122490227001,1224902270,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
122490227002,1224902270,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
122490229002,1224902290,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
122490229001,1224902290,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
122490214002,1224902140,1 Male,,3 Fair,,,1 Main Respondent,2 HHMemberName[2]
122490214001,1224902140,2 Female,,4 Poor,3 Same,,1 Main Respondent,2 HHMemberName[2]
122490203001,1224902030,2 Female,,2 Good,3 Same,,,26 Main Respondent
122490204001,1224902040,2 Female,,1 Very Good,,,,1 HHMemberName[1]
122490217001,1224902170,2 Female,,3 Fair,3 Same,,2 Spouse,27 Main Respondent's Spouse
122490217002,1224902170,1 Male,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
122490220002,1224902200,1 Male,,4 Poor,,,1 Main Respondent,26 Main Respondent
122490220001,1224902200,2 Female,,2 Good,,,1 Main Respondent,26 Main Respondent
122490208002,1224902080,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
122490208001,1224902080,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
122490228002,1224902280,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
122490228001,1224902280,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
122490224001,1224902240,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
122490224002,1224902240,2 Female,,4 Poor,,,1 Main Respondent,26 Main Respondent
122490201002,1224902010,1 Male,,2 Good,99 Never Had the Disease,1 Better,2 Spouse,27 Main Respondent's Spouse
122490201001,1224902010,2 Female,,3 Fair,3 Same,,2 Spouse,27 Main Respondent's Spouse
122490215002,1224902150,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
122490215001,1224902150,2 Female,,5 Very Poor,,,2 Spouse,27 Main Respondent's Spouse
122490213001,1224902130,1 Male,,,3 Same,,2 Spouse,1 HHMemberName[1]
122490213002,1224902130,2 Female,,3 Fair,,,2 Spouse,1 HHMemberName[1]
122490202002,1224902020,1 Male,,3 Fair,,,2 Spouse,1 HHMemberName[1]
122490202001,1224902020,2 Female,,3 Fair,,,2 Spouse,1 HHMemberName[1]
122490210002,1224902100,1 Male,,5 Very Poor,2 Worse,99 Never Had the Disease,1 Main Respondent,26 Main Respondent
122490210001,1224902100,2 Female,,4 Poor,3 Same,3 Same,1 Main Respondent,26 Main Respondent
122490218001,1224902180,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
122490218002,1224902180,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
122490206002,1224902060,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
122490206001,1224902060,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
122490102001,1224901020,1 Male,,4 Poor,,,1 Main Respondent,26 Main Respondent
122490102002,1224901020,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
122490116002,1224901160,1 Male,,,,,1 Main Respondent,26 Main Respondent
122490116001,1224901160,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
122490123002,1224901230,2 Female,,,,,,26 Main Respondent
122490103002,1224901030,2 Female,,4 Poor,3 Same,,,1 HHMemberName[1]
122490104001,1224901040,1 Male,,2 Good,3 Same,99 Never Had the Disease,1 Main Respondent,26 Main Respondent
122490104002,1224901040,2 Female,,2 Good,1 Better,,1 Main Respondent,26 Main Respondent
122490129001,1224901290,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
122490110001,1224901100,1 Male,,3 Fair,,,,26 Main Respondent
122490112002,1224901120,1 Male,,2 Good,,,1 Main Respondent,26 Main Respondent
122490112003,1224901120,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
122490122002,1224901220,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
122490122001,1224901220,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
122490115003,1224901150,2 Female,,3 Fair,1 Better,,1 Main Respondent,1 HHMemberName[1]
122490115002,1224901150,1 Male,,,3 Same,,1 Main Respondent,1 HHMemberName[1]
122490113001,1224901130,2 Female,,,,,,26 Main Respondent
122490125001,1224901250,1 Male,,3 Fair,,3 Same,1 Main Respondent,26 Main Respondent
122490125002,1224901250,2 Female,,,2 Worse,,1 Main Respondent,26 Main Respondent
122490121002,1224901210,1 Male,,,,,1 Main Respondent,26 Main Respondent
122490121001,1224901210,2 Female,,3 Fair,1 Better,,1 Main Respondent,26 Main Respondent
122490117001,1224901170,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
122490117002,1224901170,1 Male,,3 Fair,1 Better,1 Better,2 Spouse,27 Main Respondent's Spouse
122490111001,1224901110,1 Male,,,,,2 Spouse,27 Main Respondent's Spouse
122490111002,1224901110,2 Female,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
122490118001,1224901180,2 Female,,3 Fair,2 Worse,,1 Main Respondent,26 Main Respondent
122490118002,1224901180,1 Male,,3 Fair,3 Same,99 Never Had the Disease,1 Main Respondent,26 Main Respondent
122490101001,1224901010,2 Female,,,,,2 Spouse,27 Main Respondent's Spouse
122490101002,1224901010,1 Male,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
122490119001,1224901190,1 Male,,3 Fair,,,,26 Main Respondent
122490128001,1224901280,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
122490128002,1224901280,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
122490120001,1224901200,1 Male,,,,,1 Main Respondent,27 Main Respondent's Spouse
122490120002,1224901200,2 Female,,4 Poor,,,1 Main Respondent,27 Main Respondent's Spouse
122490106003,1224901060,1 Male,,4 Poor,2 Worse,,2 Spouse,27 Main Respondent's Spouse
122490106002,1224901060,2 Female,,5 Very Poor,,,2 Spouse,27 Main Respondent's Spouse
